timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2019-01-08,1.00070000,1.00070000,0.99920000,0.99990000,190035.27000000,1546991999999,190029.16011700,136,75519.04000000,75535.96988600,0
2019-01-09,1.00020000,1.00020000,0.99920000,0.99950000,224654.96000000,1547078399999,224563.17859400,156,32587.83000000,32585.97513300,0
2019-01-10,0.99950000,1.00010000,0.99800000,0.99920000,1406436.86000000,1547164799999,1405496.00765400,982,402844.97000000,402679.04846400,0
2019-01-11,0.99920000,1.00000000,0.99780000,0.99820000,465168.80000000,1547251199999,464633.03491700,283,191415.81000000,191270.39995200,0
2019-01-12,0.99890000,0.99980000,0.99700000,0.99940000,267692.31000000,1547337599999,267372.99658500,181,61992.63000000,61943.38919800,0
2019-01-13,0.99950000,1.00000000,0.99000000,0.99000000,356159.06000000,1547423999999,355276.17388800,516,100185.21000000,100118.59571000,0
2019-01-14,0.99180000,0.99980000,0.99000000,0.99910000,566794.62000000,1547510399999,566146.80059900,839,393418.39000000,393013.20719600,0
2019-01-15,0.99860000,0.99980000,0.99850000,0.99860000,339119.25000000,1547596799999,338781.59518800,286,55095.48000000,55060.12927300,0
2019-01-16,0.99860000,0.99970000,0.99820000,0.99860000,415586.22000000,1547683199999,415142.39438000,387,67809.35000000,67765.88757900,0
2019-01-17,0.99860000,1.00100000,0.99850000,0.99860000,296140.68000000,1547769599999,295988.00700700,314,226151.94000000,226067.26128900,0
2019-01-18,0.99860000,1.00040000,0.99860000,0.99990000,224192.29000000,1547855999999,224006.03564700,267,94727.19000000,94667.55310000,0
2019-01-19,0.99990000,1.00240000,0.99800000,0.99980000,270544.86000000,1547942399999,270532.48263100,320,169932.59000000,169965.52332800,0
2019-01-20,0.99980000,1.00090000,0.99910000,0.99980000,296511.10000000,1548028799999,296574.14954000,354,109855.30000000,109850.70659100,0
2019-01-21,0.99980000,1.00000000,0.99890000,0.99960000,340773.30000000,1548115199999,340514.41465600,805,80095.17000000,80078.57969000,0
2019-01-22,0.99900000,1.00030000,0.99750000,0.99940000,476762.17000000,1548201599999,476364.70758900,914,86673.11000000,86628.93794800,0
2019-01-23,0.99930000,1.00020000,0.99890000,0.99940000,484377.05000000,1548287999999,484160.74003000,954,184768.52000000,184715.93005700,0
2019-01-24,0.99940000,1.00080000,0.99890000,1.00000000,316646.06000000,1548374399999,316528.60861800,542,177462.71000000,177433.89644200,0
2019-01-25,1.00000000,1.00070000,0.99940000,0.99970000,175863.82000000,1548460799999,175832.02495300,288,62401.47000000,62405.82647900,0
2019-01-26,0.99970000,1.00070000,0.99900000,1.00010000,198257.17000000,1548547199999,198220.52571300,283,139019.38000000,138999.59561200,0
2019-01-27,1.00010000,1.00120000,0.99920000,0.99970000,396884.69000000,1548633599999,396958.20071300,839,308436.79000000,308519.30103000,0
2019-01-28,1.00000000,1.00200000,0.99880000,0.99970000,646404.59000000,1548719999999,646263.65717800,1033,292227.76000000,292254.45158300,0
2019-01-29,0.99970000,1.00060000,0.99880000,0.99990000,349962.66000000,1548806399999,350006.68444800,673,201858.51000000,201898.48222700,0
2019-01-30,0.99990000,1.00140000,0.99980000,0.99990000,591634.08000000,1548892799999,591680.03602200,836,130377.12000000,130424.92914900,0
2019-01-31,1.00040000,1.00080000,0.99970000,1.00010000,447062.15000000,1548979199999,447086.23172300,561,101696.53000000,101720.16253800,0
2019-02-01,1.00010000,1.00060000,0.99910000,1.00060000,275224.78000000,1549065599999,275121.27582100,428,94473.38000000,94444.62852000,0
2019-02-02,1.00050000,1.00050000,0.99920000,0.99930000,72406.00000000,1549151999999,72415.41353800,66,53520.88000000,53538.27406500,0
2019-02-03,1.00000000,1.00040000,0.99930000,1.00040000,37065.58000000,1549238399999,37071.36106500,54,23700.85000000,23710.13574900,0
2019-02-04,0.99970000,1.00150000,0.99970000,1.00000000,128146.78000000,1549324799999,128190.46995100,145,46308.29000000,46344.12032500,0
2019-02-05,1.00050000,1.00250000,0.99950000,1.00010000,50225.43000000,1549411199999,50268.77910400,102,37987.73000000,38026.50506200,0
2019-02-06,1.00010000,1.00400000,0.99900000,1.00060000,118039.71000000,1549497599999,118121.23020700,337,81783.36000000,81846.12763400,0
2019-02-07,1.00060000,1.00110000,0.99930000,1.00020000,12013.53000000,1549583999999,12013.85742300,45,3896.17000000,3898.10953200,0
2019-02-08,1.00040000,1.00710000,0.99830000,0.99900000,365514.64000000,1549670399999,365543.40307500,427,159088.03000000,159265.90804500,0
2019-02-09,0.99900000,0.99990000,0.99000000,0.99850000,124102.43000000,1549756799999,123865.33621300,674,12106.52000000,12087.81491500,0
2019-02-10,0.99850000,1.00100000,0.99850000,0.99900000,144733.06000000,1549843199999,144616.72025500,115,21222.02000000,21225.62255700,0
2019-02-11,1.00040000,1.00120000,0.99840000,0.99950000,56245.61000000,1549929599999,56243.03353500,185,32588.26000000,32598.63872500,0
