timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2021-03-08,0.2816,0.79,0.2816,0.4338,33686750.13,1615247999999,15443091.999269,75514,15718746.08,7202853.946336,0
2021-03-09,0.4341,0.4415,0.3653,0.4032,13697726.37,1615334399999,5474843.063177,36384,6716942.41,2680094.033515,0
2021-03-10,0.4025,0.4088,0.3401,0.3458,3688521.78,1615420799999,1377361.719936,9949,1583583.9,592770.412503,0
2021-03-11,0.3455,0.3939,0.3314,0.3782,3184017.38,1615507199999,1150430.908093,10535,1762435.57,639629.570174,0
2021-03-12,0.3799,0.4245,0.3514,0.3794,3028579.99,1615593599999,1178290.877457,9969,1459401.75,571198.315359,0
2021-03-13,0.3781,0.4911,0.37,0.4291,4093257.17,1615679999999,1734984.375849,12414,2042180.5,866107.970113,0
2021-03-14,0.4277,0.7646,0.4277,0.7302,7219305.6,1615766399999,3923647.547522,25858,3793476.83,2062864.920756,0
2021-03-15,0.739,0.8805,0.5361,0.7234,18523840.25,1615852799999,13092144.592327,72297,9131117.71,6487136.732457,0
2021-03-16,0.7241,0.7242,0.5067,0.5818,6554366.02,1615939199999,3950572.056719,30296,2917790.51,1759411.379598,0
2021-03-17,0.5827,0.5844,0.5053,0.5485,3003774.56,1616025599999,1634187.878221,13144,1393424.88,760701.765811,0
2021-03-18,0.5485,0.5815,0.51,0.5144,2189843.15,1616111999999,1196702.94433,8455,954834.96,522305.187029,0
2021-03-19,0.5122,0.5979,0.5052,0.5545,1686248.86,1616198399999,901238.898544,6742,922012.22,494810.979033,0
2021-03-20,0.5545,0.6408,0.5364,0.5364,2189954.09,1616284799999,1299507.602171,10971,1117899.48,665730.654222,0
2021-03-21,0.5362,0.585,0.5013,0.525,1236646.4,1616371199999,664854.25103,5303,574079.7,310695.709034,0
2021-03-22,0.5248,0.5838,0.454,0.457,3072107.14,1616457599999,1613204.677282,10314,1358883.95,719058.625838,0
2021-03-23,0.456,0.4957,0.4216,0.4476,2745939.66,1616543999999,1260269.74669,8256,1306468.51,602925.618433,0
2021-03-24,0.4469,0.4968,0.4013,0.4145,1936926.61,1616630399999,880092.431053,5559,888418.06,405338.875018,0
2021-03-25,0.4145,0.4237,0.371,0.3954,2030899.61,1616716799999,811018.825383,5240,968049.31,387444.161931,0
2021-03-26,0.3941,0.4488,0.3907,0.4451,1395011.71,1616803199999,593558.39065,4456,748142.89,318993.661761,0
2021-03-27,0.4451,0.4852,0.4289,0.437,1845702.38,1616889599999,836399.573938,6145,737627.58,336320.441604,0
2021-03-28,0.4385,0.5087,0.4363,0.457,1764029.3,1616975999999,824932.437036,6262,952617.5,446895.481535,0
2021-03-29,0.4577,0.5456,0.4577,0.5196,2374838.51,1617062399999,1199833.786705,8297,1253655.24,632742.794102,0
2021-03-30,0.5218,0.5609,0.5,0.5154,1787534.16,1617148799999,937092.639677,7916,805205.06,424026.528181,0
2021-03-31,0.5155,0.5373,0.48,0.5031,2095780.86,1617235199999,1060729.396614,7436,871170.43,443837.426367,0
2021-04-01,0.5014,0.55,0.5003,0.5452,1092087.72,1617321599999,570416.57061,6883,594027.13,311526.129823,0
2021-04-02,0.5432,0.544,0.4805,0.4914,1165377.6,1617407999999,598616.106228,6659,410406.28,211384.535425,0
2021-04-03,0.4914,0.4919,0.4403,0.446,1467331.81,1617494399999,693275.641787,6936,566074.31,267243.005241,0
2021-04-04,0.446,0.4837,0.4401,0.4744,1448284.07,1617580799999,666212.742687,5468,680705.15,314053.623888,0
2021-04-05,0.4735,0.4753,0.4404,0.4481,1612992.55,1617667199999,735683.835419,5750,700549.81,320626.750675,0
2021-04-06,0.4479,0.469,0.4147,0.4546,1661142.58,1617753599999,739318.812714,5551,772914.36,345350.439495,0
2021-04-07,0.4552,0.4586,0.3929,0.4088,1568753.61,1617839999999,648268.138756,4737,582435.32,240329.770506,0
2021-04-08,0.4102,0.465,0.4052,0.4468,2013423.47,1617926399999,875139.903504,6028,1145395.87,499627.83511,0
2021-04-09,0.4469,0.4933,0.4274,0.4828,2367882.65,1618012799999,1070964.281953,6854,1215766.69,552190.45267,0
2021-04-10,0.4828,0.5571,0.453,0.477,3901600.63,1618099199999,1956506.251063,15986,1961422.43,989016.182002,0
2021-04-11,0.4769,0.5206,0.4655,0.4948,1914446.26,1618185599999,933916.268189,8354,954545.28,467597.472084,0
2021-04-12,0.4949,0.5,0.4394,0.4482,1639198.91,1618271999999,764148.963128,6344,693117.06,322799.450523,0
2021-04-13,0.449,0.458,0.4257,0.4381,1521939.2,1618358399999,669407.844424,4603,580371.7,255995.75635,0
