timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2019-08-01,2.1e-05,2.989e-05,1.4e-05,1.552e-05,31918110633.0,1564703999999,505225.02409262,67794,16275869338.0,257782.46559462,0
2019-08-02,1.552e-05,1.566e-05,1.331e-05,1.406e-05,6645301691.0,1564790399999,95169.91997748,16657,3169015183.0,45504.78641138,0
2019-08-03,1.405e-05,1.419e-05,1.3e-05,1.314e-05,3952609316.0,1564876799999,53140.98002512,12916,1795611299.0,24159.91737072,0
2019-08-04,1.314e-05,1.537e-05,1.314e-05,1.355e-05,6836516180.0,1564963199999,96394.38804042,22179,3531341766.0,50079.56828574,0
2019-08-05,1.355e-05,1.403e-05,1.3e-05,1.315e-05,6302993080.0,1565049599999,83486.09569158,15241,4248383861.0,56304.45425337,0
2019-08-06,1.316e-05,1.375e-05,1.282e-05,1.325e-05,6387688465.0,1565135999999,84749.51893163,15651,4408566920.0,58568.06125087,0
2019-08-07,1.324e-05,1.348e-05,1.21e-05,1.225e-05,6246218159.0,1565222399999,80001.10158774,14124,4089646280.0,52359.62104801,0
2019-08-08,1.226e-05,1.273e-05,1.111e-05,1.158e-05,4846029082.0,1565308799999,57230.38526343,12903,3399223828.0,40148.32481083,0
2019-08-09,1.158e-05,1.189e-05,9.87e-06,1.009e-05,2850946445.0,1565395199999,31828.61907334,7195,1594091051.0,17998.24063378,0
2019-08-10,1.009e-05,1.153e-05,9.61e-06,1.075e-05,3049795599.0,1565481599999,31644.09650071,8371,1749964968.0,18143.67159603,0
2019-08-11,1.075e-05,1.109e-05,1e-05,1.007e-05,2449360264.0,1565567999999,25356.95888217,7731,1479084133.0,15345.45321169,0
2019-08-12,1.01e-05,1.435e-05,1.002e-05,1.256e-05,6724974572.0,1565654399999,84356.54409663,20379,3669502254.0,46050.58131283,0
2019-08-13,1.255e-05,1.313e-05,1.15e-05,1.195e-05,3086428624.0,1565740799999,37635.57989516,10598,1670472513.0,20420.71936015,0
2019-08-14,1.196e-05,1.357e-05,1.13e-05,1.164e-05,3314053880.0,1565827199999,41196.98829031,12974,1988748142.0,24789.95203359,0
2019-08-15,1.165e-05,1.225e-05,1.113e-05,1.141e-05,973100736.0,1565913599999,11323.18191955,4104,477721299.0,5565.48625595,0
2019-08-16,1.144e-05,1.27e-05,1.141e-05,1.228e-05,1536937547.0,1565999999999,18739.70790367,6943,869641244.0,10621.12517879,0
2019-08-17,1.228e-05,1.236e-05,1.19e-05,1.211e-05,1035884712.0,1566086399999,12609.15958126,4023,518018127.0,6315.78423606,0
2019-08-18,1.212e-05,1.284e-05,1.2e-05,1.224e-05,725274579.0,1566172799999,8936.4841914,3244,424946206.0,5241.69580677,0
