timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2020-01-16,0.003724,0.00546,0.003678,0.004149,561680733.0,1579219199999,2519515.774931,13342,251437301.0,1134306.901411,0
2020-01-17,0.004149,0.004524,0.003011,0.003217,282987187.0,1579305599999,1026959.157673,7866,101906916.0,371112.810889,0
2020-01-18,0.003209,0.003366,0.00285,0.002881,113198796.0,1579391999999,347499.637682,2529,35075223.0,109058.369644,0
2020-01-19,0.002881,0.002999,0.002506,0.002546,100021821.0,1579478399999,270434.35987,2122,37231768.0,100798.950389,0
2020-01-20,0.002545,0.002639,0.002415,0.002467,37650896.0,1579564799999,94185.451757,951,15372156.0,38568.946464,0
2020-01-21,0.002468,0.002538,0.00233,0.002445,64801378.0,1579651199999,158457.819466,1356,19484723.0,47808.137185,0
2020-01-22,0.002444,0.002627,0.002417,0.00244,50893691.0,1579737599999,127490.187464,941,23047215.0,57802.094187,0
2020-01-23,0.002441,0.002508,0.00217,0.002221,27372718.0,1579823999999,64016.230939,759,9729808.0,22967.671473,0
2020-01-24,0.002202,0.002291,0.002078,0.00221,31223572.0,1579910399999,68376.843206,927,10271068.0,22795.744772,0
2020-01-25,0.00221,0.00221,0.002138,0.002189,14513262.0,1579996799999,31454.693232,268,8064718.0,17521.766242,0
2020-01-26,0.002179,0.00226,0.002145,0.002174,14469225.0,1580083199999,31771.79136,278,6609182.0,14562.790955,0
2020-01-27,0.00218,0.002224,0.002008,0.002027,31299781.0,1580169599999,66826.918617,481,7890824.0,16893.008343,0
2020-01-28,0.002009,0.002079,0.001,0.00194,98179348.0,1580255999999,188480.198186,1612,34804324.0,69437.54234,0
2020-01-29,0.00193,0.002048,0.00188,0.001922,27996609.0,1580342399999,53945.123724,579,9646749.0,18761.727572,0
2020-01-30,0.001902,0.001949,0.001857,0.00188,22213329.0,1580428799999,41814.385008,559,12191679.0,22984.413066,0
2020-01-31,0.00188,0.0021,0.001862,0.001986,82922340.0,1580515199999,162916.253285,1038,30515941.0,59824.63685,0
2020-02-01,0.001984,0.002041,0.001919,0.00197,31519854.0,1580601599999,62244.393371,484,14330137.0,28326.969878,0
2020-02-02,0.001971,0.001988,0.001889,0.001908,46856563.0,1580687999999,91516.149276,831,29307209.0,57444.508003,0
2020-02-03,0.001925,0.00198,0.001868,0.001927,23403877.0,1580774399999,44767.987525,673,8730809.0,16806.754377,0
2020-02-04,0.001923,0.001959,0.001865,0.001941,20211355.0,1580860799999,38820.214258,468,8658541.0,16694.943299,0
2020-02-05,0.001929,0.002066,0.00188,0.001953,68392174.0,1580947199999,133774.188253,1321,28112435.0,55042.871725,0
2020-02-06,0.001953,0.002498,0.001917,0.002343,135532012.0,1581033599999,293926.274692,2897,68681517.0,147452.130355,0
2020-02-07,0.002323,0.002778,0.002159,0.002275,289722599.0,1581119999999,709567.36822,5498,127532609.0,310042.620427,0
2020-02-08,0.002275,0.002352,0.002193,0.002295,81975651.0,1581206399999,186654.397331,2013,41461392.0,94644.377664,0
2020-02-09,0.002295,0.002455,0.002203,0.002344,82458866.0,1581292799999,190382.190993,1961,38867720.0,89853.151965,0
2020-02-10,0.00234,0.002366,0.002108,0.002225,64597469.0,1581379199999,144449.686622,1554,27040654.0,60160.426679,0
2020-02-11,0.002225,0.002593,0.002188,0.002328,188184701.0,1581465599999,444382.795683,2701,85844435.0,201296.954258,0
2020-02-12,0.002338,0.002768,0.002327,0.002592,178401620.0,1581551999999,460113.177807,4015,78521516.0,202460.192419,0
2020-02-13,0.002598,0.002808,0.002339,0.002461,152737482.0,1581638399999,387027.785553,3122,64229821.0,162723.200983,0
2020-02-14,0.002447,0.002703,0.002371,0.002627,98639774.0,1581724799999,248328.185876,2775,53568064.0,134406.634222,0
2020-02-15,0.002614,0.0028,0.002276,0.0024,211842934.0,1581811199999,550065.598882,3656,82170097.0,213282.943491,0
2020-02-16,0.002382,0.002697,0.00226,0.002487,672375324.0,1581897599999,1636891.588173,3767,618119657.0,1503627.688008,0
2020-02-17,0.002467,0.003057,0.00235,0.00247,338381581.0,1581983999999,900781.317121,7556,161977299.0,432879.425714,0
2020-02-18,0.002456,0.002889,0.002448,0.002826,146250588.0,1582070399999,391960.647888,3451,65615058.0,175250.076439,0
2020-02-19,0.002847,0.002864,0.00232,0.002325,104155691.0,1582156799999,271861.148379,1578,45163846.0,117157.879601,0
2020-02-20,0.002337,0.002419,0.002243,0.002335,57970472.0,1582243199999,135229.793239,1246,27300338.0,63921.329333,0
2020-02-21,0.002299,0.002466,0.002299,0.002323,43157481.0,1582329599999,103923.167562,681,16253386.0,39088.582077,0
2020-02-22,0.002326,0.0024,0.002296,0.00233,12782506.0,1582415999999,29744.996916,231,4942984.0,11550.791174,0
2020-02-23,0.002333,0.0026,0.002315,0.002567,35087035.0,1582502399999,85165.265867,637,19667070.0,47659.658236,0
2020-02-24,0.002568,0.0027,0.002325,0.00254,53895423.0,1582588799999,134777.874526,1239,25616667.0,64577.145331,0
2020-02-25,0.00254,0.00254,0.002112,0.002177,61355502.0,1582675199999,141984.001732,997,24942863.0,57583.589533,0
2020-02-26,0.002177,0.002182,0.00171,0.001913,57933610.0,1582761599999,111580.572779,895,19961956.0,38986.66705,0
2020-02-27,0.001869,0.002087,0.00179,0.002043,19372976.0,1582847999999,38088.727164,632,12581378.0,24887.246336,0
